read,domain,e-value
M00595:42:000000000-A5J1T:1:1102:21731:6905;sample=PMRS0169.MID14-14.P2.apr13;size=1;,DBLa0.3,2.2e-49
M00595:42:000000000-A5J1T:1:2109:14859:18246;sample=PMRS0357.MID25-25.P1.apr13;size=1;,DBLa0.5,1.2e-58
M00595:42:000000000-A5J1T:1:1109:4563:7772;sample=PMRS0002.MID01-01.P1.apr13;size=1;,DBLa0.23,1.7e-45
M00595:42:000000000-A5J1T:1:2116:17295:19735;sample=PMRS0476.MID31-33.P2.apr13;size=1;,DBLa0.22,3.8e-57
M00595:42:000000000-A5J1T:1:2118:11252:4212;sample=PMRS0357.MID25-25.P1.apr13;size=1;,DBLa0.4,4.5e-54
M00595:42:000000000-A5J1T:1:1111:14226:16309;sample=PMRS0279.MID21-22.P2.apr13;size=3;,DBLa0.6,1.1e-47
M00595:42:000000000-A5J1T:1:1110:16996:9424;sample=PMRS0143.MID11-11.P2.apr13;size=4;,DBLa0.12,4.1e-54
M00595:42:000000000-A5J1T:1:1112:9340:11414;sample=PMRS0135.MID10-13.P1.apr13;size=1;,DBLa0.21,2.1e-57
M00595:42:000000000-A5J1T:1:1116:15583:15368;sample=PMRS0045.MID03-05.P2.apr13;size=1;,DBLa0.24,3.1e-43
M00595:42:000000000-A5J1T:1:2119:16608:17531;sample=PMRS0051.MID04-05.P1.apr13;size=1;,DBLa0.20,5e-47
M00595:42:000000000-A5J1T:1:2113:16584:17894;sample=PMRS0377.MID25-26.P2.apr13;size=2;,DBLa0.12,3.4e-52
M00595:42:000000000-A5J1T:1:2112:13720:10902;sample=PMRS0431.MID29-29.P2.apr13;size=1;,DBLa0.1,2.9e-56
M00595:42:000000000-A5J1T:1:2113:9225:21273;sample=PMRS0178.MID14-15.P1.apr13;size=2;,DBLa0.8,2.7e-54
M00595:42:000000000-A5J1T:1:2108:17391:20589;sample=PMRS0484.MID32-32.P2.apr13;size=1;,DBLa1.1,1.5e-55
M00595:42:000000000-A5J1T:1:2103:11489:21774;sample=PMRS0389.MID26-27.P1.apr13;size=1;,DBLa0.22,4.8e-53
M00595:42:000000000-A5J1T:1:1118:24655:9523;sample=PMRS0254.MID20-21.P1.apr13;size=3;,DBLa0.5,3.5e-58
M00595:42:000000000-A5J1T:1:1112:23921:10964;sample=PMRS0471.MID31-32.P2.apr13;size=3;,DBLa0.4,1.5e-46
M00595:42:000000000-A5J1T:1:2104:4225:17257;sample=PMRS0034.MID03-03.P2.apr13;size=1;,DBLa0.8,3.4e-49
M00595:42:000000000-A5J1T:1:1102:10733:3751;sample=PMRS0393.MID26-28.P1.apr13;size=1;,DBLa0.8,1.7e-48
M00595:42:000000000-A5J1T:1:1104:20727:10123;sample=PMRS0179.MID14-16.P1.apr13;size=1;,DBLa0.11,2e-60
M00595:42:000000000-A5J1T:1:2102:25461:10358;sample=PMRS0438.MID29-31.P1.apr13;size=2;,DBLa0.9,1.5e-54
M00595:42:000000000-A5J1T:1:1118:22029:19942;sample=PMRS0236.MID19-19.P2.apr13;size=3;,DBLa0.13,4.9e-48
M00595:42:000000000-A5J1T:1:1108:13039:18076;sample=PMRS0438.MID29-31.P1.apr13;size=1;,DBLa0.15,2.5e-45
M00595:42:000000000-A5J1T:1:1119:8932:4875;sample=PMRS0431.MID29-29.P2.apr13;size=1;,DBLa0.15,6.8e-52
M00595:42:000000000-A5J1T:1:1114:16212:15276;sample=PMRS0290.MID21-23.P2.apr13;size=1;,DBLa0.11,6.3e-57
M00595:42:000000000-A5J1T:1:1115:13606:19109;sample=PMRS0231.MID18-20.P2.apr13;size=2;,DBLa0.11,2.1e-57
M00595:42:000000000-A5J1T:1:1117:17722:21663;sample=PMRS0486.MID32-33.P2.apr13;size=1;,DBLa0.11,6.7e-48
M00595:42:000000000-A5J1T:1:1105:24581:8944;sample=PMRS0430.MID29-29.P1.apr13;size=1;,DBLa0.22,3.3e-58
M00595:42:000000000-A5J1T:1:1112:12743:3829;sample=PMRS0279.MID21-22.P2.apr13;size=1;,DBLa0.24,3.5e-46
M00595:42:000000000-A5J1T:1:2118:27988:11780;sample=PMRS0088.MID06-08.P1.apr13;size=1;,DBLa0.12,1.3e-51
M00595:42:000000000-A5J1T:1:2103:14762:6002;sample=PMRS0373.MID25-26.P1.apr13;size=2;,DBLa0.12,1.7e-54
M00595:42:000000000-A5J1T:1:2110:29238:13400;sample=PMRS0379.MID25-27.P2.apr13;size=1;,DBLa0.24,1.4e-46
M00595:42:000000000-A5J1T:1:2104:21174:18007;sample=PMRS0484.MID32-32.P2.apr13;size=1;,DBLa0.8,1.5e-54
M00595:42:000000000-A5J1T:1:1116:9974:16835;sample=PMRS0301.MID22-24.P1.apr13;size=1;,DBLa0.15,2.3e-55
M00595:42:000000000-A5J1T:1:2103:13462:12651;sample=PMRS0064.MID04-06.P1.apr13;size=1;,DBLa0.1,2.4e-55
M00595:42:000000000-A5J1T:1:1115:13991:4471;sample=PMRS0403.MID27-27.P2.apr13;size=1;,DBLa0.1,7.6e-57
M00595:42:000000000-A5J1T:1:2105:8594:15453;sample=PMRS0062.MID04-05.P2.apr13;size=1;,DBLa0.5,9.3e-56
M00595:42:000000000-A5J1T:1:1104:11932:16716;sample=PMRS0135.MID10-13.P1.apr13;size=1;,DBLa0.22,3.8e-43
M00595:42:000000000-A5J1T:1:1116:24663:19455;sample=PMRS0484.MID32-32.P2.apr13;size=1;,DBLa0.12,2.3e-51
M00595:42:000000000-A5J1T:1:1109:18489:5630;sample=PMRS0323.MID23-25.P2.apr13;size=1;,DBLa0.11,2.6e-58
M00595:42:000000000-A5J1T:1:1115:11366:20624;sample=PMRS0423.MID28-28.P2.apr13;size=1;,DBLa0.24,3.9e-48
M00595:42:000000000-A5J1T:1:1108:25102:7507;sample=PMRS0034.MID03-03.P2.apr13;size=1;,DBLa0.8,1.8e-55
M00595:42:000000000-A5J1T:1:1113:17243:4295;sample=PMRS0384.MID26-26.P1.apr13;size=3;,DBLa0.1,5.7e-53
M00595:42:000000000-A5J1T:1:2104:26599:14280;sample=PMRS0457.MID31-31.P1.apr13;size=1;,DBLa0.11,8.7e-57
M00595:42:000000000-A5J1T:1:1116:24022:16967;sample=PMRS0457.MID31-31.P1.apr13;size=1;,DBLa0.1,8e-59
M00595:42:000000000-A5J1T:1:1114:11876:10694;sample=PMRS0034.MID03-03.P2.apr13;size=1;,DBLa0.9,1.4e-49
M00595:42:000000000-A5J1T:1:1112:14864:8814;sample=PMRS0051.MID04-05.P1.apr13;size=1;,DBLa0.8,3.3e-51
M00595:42:000000000-A5J1T:1:2119:8250:7583;sample=PMRS0193.MID16-16.P1.apr13;size=1;,DBLa1.8,1.3e-51
M00595:42:000000000-A5J1T:1:2103:24427:10248;sample=PMRS0045.MID03-05.P2.apr13;size=4;,DBLa1.4,4.4e-44
M00595:42:000000000-A5J1T:1:1102:11287:12502;sample=PMRS0429.MID28-30.P2.apr13;size=1;,DBLa0.11,6.7e-60
M00595:42:000000000-A5J1T:1:1110:16438:3766;sample=PMRS0045.MID03-05.P2.apr13;size=1;,DBLa0.12,6.8e-55
M00595:42:000000000-A5J1T:1:1110:7440:13550;sample=PMRS0389.MID26-27.P1.apr13;size=1;,DBLa0.1,2.5e-55
M00595:42:000000000-A5J1T:1:1102:21531:14220;sample=PMRS0002.MID01-01.P1.apr13;size=1;,DBLa0.9,1.5e-49
M00595:42:000000000-A5J1T:1:1110:8015:18229;sample=PMRS0486.MID32-33.P2.apr13;size=1;,DBLa0.9,7.1e-53
M00595:42:000000000-A5J1T:1:2119:20057:20440;sample=PMRS0438.MID29-31.P1.apr13;size=1;,DBLa0.9,8.4e-43
M00595:42:000000000-A5J1T:1:1119:7066:7330;sample=PMRS0412.MID27-29.P2.apr13;size=1;,DBLa0.21,8.6e-51
M00595:42:000000000-A5J1T:1:1119:13448:11721;sample=PMRS0423.MID28-28.P2.apr13;size=1;,DBLa2,2.6e-47
M00595:42:000000000-A5J1T:1:1108:22084:5301;sample=PMRS0191.MID15-18.P1.apr13;size=1;,DBLa0.8,4e-56
M00595:42:000000000-A5J1T:1:2103:14783:16874;sample=PMRS0235.MID19-19.P1.apr13;size=1;,DBLa0.1,1.5e-56
M00595:42:000000000-A5J1T:1:1113:17276:4031;sample=PMRS0118.MID10-10.P1.apr13;size=1;,DBLa0.1,9e-58
M00595:42:000000000-A5J1T:1:2109:5332:18924;sample=PMRS0377.MID25-26.P2.apr13;size=1;,DBLa0.9,1.8e-53
M00595:42:000000000-A5J1T:1:2102:21102:8179;sample=PMRS0002.MID01-01.P1.apr13;size=1;,DBLa0.11,7.7e-55
M00595:42:000000000-A5J1T:1:1111:23798:9088;sample=PMRS0512.MID34-34.P1.apr13;size=1;,DBLa0.11,3.6e-58
M00595:42:000000000-A5J1T:1:1105:27073:15101;sample=PMRS0279.MID21-22.P2.apr13;size=6;,DBLa1.5,8.8e-49
M00595:42:000000000-A5J1T:1:1116:9903:21926;sample=PMRS0412.MID27-29.P2.apr13;size=6;,DBLa1.4,6.6e-53
M00595:42:000000000-A5J1T:1:1112:12834:19107;sample=PMRS0493.MID33-33.P1.apr13;size=1;,DBLa0.13,2.2e-50
M00595:42:000000000-A5J1T:1:1103:7285:12510;sample=PMRS0280.MID21-23.P1.apr13;size=1;,DBLa0.12,7e-55
M00595:42:000000000-A5J1T:1:1116:23138:6398;sample=PMRS0002.MID01-01.P1.apr13;size=2;,DBLa0.6,4.1e-52
M00595:42:000000000-A5J1T:1:2103:4273:15186;sample=PMRS0191.MID15-18.P1.apr13;size=1;,DBLa0.9,2.6e-55
M00595:42:000000000-A5J1T:1:2106:7341:22581;sample=PMRS0194.MID16-16.P2.apr13;size=1;,DBLa0.5,2.5e-53
M00595:42:000000000-A5J1T:1:1104:25856:8621;sample=PMRS0206.MID16-18.P2.apr13;size=2;,DBLa0.1,8.3e-57
M00595:42:000000000-A5J1T:1:2114:13886:14072;sample=PMRS0121.MID10-10.P2.apr13;size=2;,DBLa0.5,7.2e-57
M00595:42:000000000-A5J1T:1:1108:19228:22579;sample=PMRS0042.MID03-05.P1.apr13;size=1;,DBLa0.1,1.9e-58
M00595:42:000000000-A5J1T:1:1111:15203:15877;sample=PMRS0389.MID26-27.P1.apr13;size=1;,DBLa0.12,1.2e-54
M00595:42:000000000-A5J1T:1:1117:20799:8063;sample=PMRS0323.MID23-25.P2.apr13;size=1;,DBLa1.4,4.9e-44
M00595:42:000000000-A5J1T:1:2118:15859:22358;sample=PMRS0079.MID05-07.P2.apr13;size=1;,DBLa0.5,5.7e-50
M00595:42:000000000-A5J1T:1:1113:24216:10442;sample=PMRS0389.MID26-27.P1.apr13;size=4;,DBLa0.23,4.5e-42
M00595:42:000000000-A5J1T:1:2101:20949:18272;sample=PMRS0430.MID29-29.P1.apr13;size=1;,DBLa0.5,1.3e-61
M00595:42:000000000-A5J1T:1:1114:16788:8251;sample=PMRS0379.MID25-27.P2.apr13;size=1;,DBLa0.8,4.1e-55
M00595:42:000000000-A5J1T:1:1111:13154:13240;sample=PMRS0345.MID24-24.P2.apr13;size=1;,DBLa0.15,8.7e-55
M00595:42:000000000-A5J1T:1:1108:13123:7150;sample=PMRS0254.MID20-21.P1.apr13;size=1;,DBLa0.4,5.7e-51
M00595:42:000000000-A5J1T:1:2101:5974:9002;sample=PMRS0118.MID10-10.P1.apr13;size=1;,DBLa0.1,2.3e-54
M00595:42:000000000-A5J1T:1:1102:18705:18149;sample=PMRS0484.MID32-32.P2.apr13;size=2;,DBLa0.21,3.3e-56
M00595:42:000000000-A5J1T:1:1111:12403:14250;sample=PMRS0184.MID15-16.P2.apr13;size=1;,DBLa0.1,1.4e-56
M00595:42:000000000-A5J1T:1:1109:20543:18707;sample=PMRS0389.MID26-27.P1.apr13;size=1;,DBLa0.5,4.7e-59
M00595:42:000000000-A5J1T:1:2119:12468:3757;sample=PMRS0427.MID28-30.P1.apr13;size=1;,DBLa0.8,2.4e-51
M00595:42:000000000-A5J1T:1:1107:24403:10247;sample=PMRS0161.MID13-14.P2.apr13;size=1;,DBLa0.1,6.3e-55
M00595:42:000000000-A5J1T:1:1109:11023:22944;sample=PMRS0034.MID03-03.P2.apr13;size=1;,DBLa0.3,7.5e-47
M00595:42:000000000-A5J1T:1:1102:25706:9992;sample=PMRS0412.MID27-29.P2.apr13;size=1;,DBLa0.1,1.2e-55
M00595:42:000000000-A5J1T:1:1119:17360:12636;sample=PMRS0179.MID14-16.P1.apr13;size=5;,DBLa0.8,6.3e-51
M00595:42:000000000-A5J1T:1:1115:27095:10013;sample=PMRS0404.MID27-28.P1.apr13;size=1;,DBLa0.5,6e-56
M00595:42:000000000-A5J1T:1:1102:16590:3622;sample=PMRS0151.MID13-13.P2.apr13;size=1;,DBLa1.2,4.5e-56
M00595:42:000000000-A5J1T:1:2115:15834:19032;sample=PMRS0354.MID24-26.P2.apr13;size=1;,DBLa0.21,1.6e-55
M00595:42:000000000-A5J1T:1:2110:21048:23342;sample=PMRS0403.MID27-27.P2.apr13;size=1;,DBLa0.8,3e-53
M00595:42:000000000-A5J1T:1:2109:28476:10527;sample=PMRS0051.MID04-05.P1.apr13;size=1;,DBLa0.3,9.8e-50
M00595:42:000000000-A5J1T:1:2118:18145:7324;sample=PMRS0065.MID04-06.P2.apr13;size=3;,DBLa0.1,1.1e-58
M00595:42:000000000-A5J1T:1:2105:12773:23451;sample=PMRS0503.MID33-34.P2.apr13;size=2;,DBLa0.11,1.1e-58
M00595:42:000000000-A5J1T:1:1113:17095:2844;sample=PMRS0226.MID18-19.P2.apr13;size=1;,DBLa1.8,1.5e-53
M00595:42:000000000-A5J1T:1:1107:22635:3917;sample=PMRS0403.MID27-27.P2.apr13;size=1;,DBLa0.13,3.1e-44
M00595:42:000000000-A5J1T:1:1119:18611:6325;sample=PMRS0084.MID06-07.P1.apr13;size=1;,DBLa0.5,7.8e-53
M00595:42:000000000-A5J1T:1:2104:14771:10232;sample=PMRS0493.MID33-33.P1.apr13;size=2;,DBLa1.8,4.1e-52
M00595:42:000000000-A5J1T:1:1109:19497:12216;sample=PMRS0346.MID24-25.P1.apr13;size=2;,DBLa1.4,4.6e-47
M00595:42:000000000-A5J1T:1:1115:19292:3765;sample=PMRS0373.MID25-26.P1.apr13;size=1;,DBLa0.1,4.7e-57
M00595:42:000000000-A5J1T:1:1109:14379:13796;sample=PMRS0050.MID04-04.P2.apr13;size=1;,DBLa0.9,1.6e-52
M00595:42:000000000-A5J1T:1:2111:9866:11236;sample=PMRS0050.MID04-04.P2.apr13;size=1;,DBLa0.3,2.4e-49
M00595:42:000000000-A5J1T:1:1117:13477:16826;sample=PMRS0143.MID11-11.P2.apr13;size=2;,DBLa1.5,6.3e-53
M00595:42:000000000-A5J1T:1:2118:23664:5076;sample=PMRS0438.MID29-31.P1.apr13;size=1;,DBLa0.4,6e-52
M00595:42:000000000-A5J1T:1:2107:23947:17880;sample=PMRS0110.MID08-10.P2.apr13;size=1;,DBLa0.12,4.8e-43
M00595:42:000000000-A5J1T:1:2117:23025:2327;sample=PMRS0556.MID35-37.P2.apr13;size=2;,DBLa0.8,3.7e-54
M00595:42:000000000-A5J1T:1:1117:7995:18673;sample=PMRS0493.MID33-33.P1.apr13;size=1;,DBLa0.5,2.1e-58
M00595:42:000000000-A5J1T:1:1108:13546:11150;sample=PMRS0423.MID28-28.P2.apr13;size=1;,DBLa0.22,9.9e-53
M00595:42:000000000-A5J1T:1:2115:26684:10178;sample=PMRS0180.MID14-16.P2.apr13;size=3;,DBLa0.12,3e-52
M00595:42:000000000-A5J1T:1:1117:21093:3418;sample=PMRS0423.MID28-28.P2.apr13;size=1;,DBLa0.11,5.3e-56
M00595:42:000000000-A5J1T:1:2108:8121:19022;sample=PMRS0395.MID27-27.P1.apr13;size=1;,DBLa0.15,5.3e-51
M00595:42:000000000-A5J1T:1:2119:11965:16683;sample=PMRS0236.MID19-19.P2.apr13;size=1;,DBLa0.1,3.2e-56
M00595:42:000000000-A5J1T:1:2106:7916:5086;sample=PMRS0118.MID10-10.P1.apr13;size=1;,DBLa0.9,6e-49
M00595:42:000000000-A5J1T:1:2110:7062:14140;sample=PMRS0433.MID29-30.P1.apr13;size=1;,DBLa0.1,1.7e-56
M00595:42:000000000-A5J1T:1:2116:19828:5238;sample=PMRS0386.MID26-26.P2.apr13;size=1;,DBLa0.1,4.4e-58
M00595:42:000000000-A5J1T:1:1115:16400:12121;sample=PMRS0423.MID28-28.P2.apr13;size=1;,DBLa0.1,9.8e-52
M00595:42:000000000-A5J1T:1:2103:17910:3118;sample=PMRS0081.MID06-06.P2.apr13;size=1;,DBLa1.8,4e-55
M00595:42:000000000-A5J1T:1:1108:8378:11847;sample=PMRS0378.MID25-27.P1.apr13;size=1;,DBLa0.11,2.1e-59
M00595:42:000000000-A5J1T:1:2116:19869:22665;sample=PMRS0386.MID26-26.P2.apr13;size=2;,DBLa0.23,5e-42
M00595:42:000000000-A5J1T:1:2116:22404:10398;sample=PMRS0320.MID23-25.P1.apr13;size=1;,DBLa0.5,3.6e-55
M00595:42:000000000-A5J1T:1:1115:11529:2867;sample=PMRS0184.MID15-16.P2.apr13;size=2;,DBLa0.24,1.6e-48
M00595:42:000000000-A5J1T:1:1110:8578:8379;sample=PMRS0484.MID32-32.P2.apr13;size=1;,DBLa0.13,1.9e-53
M00595:42:000000000-A5J1T:1:2112:17421:2405;sample=PMRS0431.MID29-29.P2.apr13;size=1;,DBLa0.6,9.8e-52
M00595:42:000000000-A5J1T:1:1101:13657:12624;sample=PMRS0093.MID07-07.P2.apr13;size=1;,DBLa0.1,2.3e-56
M00595:42:000000000-A5J1T:1:1114:16907:11305;sample=PMRS0378.MID25-27.P1.apr13;size=1;,DBLa0.1,4.7e-54
M00595:42:000000000-A5J1T:1:2101:17809:5608;sample=PMRS0431.MID29-29.P2.apr13;size=1;,DBLa1.5,4.2e-53
M00595:42:000000000-A5J1T:1:1111:13810:9547;sample=PMRS0169.MID14-14.P2.apr13;size=2;,DBLa1.4,2.6e-46
M00595:42:000000000-A5J1T:1:1109:28784:16667;sample=PMRS0386.MID26-26.P2.apr13;size=1;,DBLa0.16,2.4e-45
M00595:42:000000000-A5J1T:1:1118:10960:6767;sample=PMRS0258.MID20-22.P1.apr13;size=1;,DBLa0.18,3.3e-43
M00595:42:000000000-A5J1T:1:1114:20278:14685;sample=PMRS0390.MID26-27.P2.apr13;size=1;,DBLa0.24,8.4e-54
M00595:42:000000000-A5J1T:1:1119:8281:9863;sample=PMRS0064.MID04-06.P1.apr13;size=4;,DBLa0.5,2.6e-60
M00595:42:000000000-A5J1T:1:1114:18207:5551;sample=PMRS0403.MID27-27.P2.apr13;size=2;,DBLa0.22,3.3e-51
M00595:42:000000000-A5J1T:1:1112:16981:20291;sample=PMRS0118.MID10-10.P1.apr13;size=1;,DBLa0.1,7.4e-57
M00595:42:000000000-A5J1T:1:2110:10294:20566;sample=PMRS0236.MID19-19.P2.apr13;size=1;,DBLa0.18,8e-50
M00595:42:000000000-A5J1T:1:1119:19756:7222;sample=PMRS0051.MID04-05.P1.apr13;size=1;,DBLa0.16,3.2e-58
M00595:42:000000000-A5J1T:1:2104:14943:10189;sample=PMRS0412.MID27-29.P2.apr13;size=1;,DBLa0.11,1.3e-55
M00595:42:000000000-A5J1T:1:1117:16330:16748;sample=PMRS0486.MID32-33.P2.apr13;size=2;,DBLa1.8,1.7e-55
M00595:42:000000000-A5J1T:1:1115:6805:8601;sample=PMRS0009.MID02-02.P1.apr13;size=2;,DBLa1.8,1.1e-60
M00595:42:000000000-A5J1T:1:2118:21373:10380;sample=PMRS0429.MID28-30.P2.apr13;size=1;,DBLa0.9,8.1e-53
M00595:42:000000000-A5J1T:1:1119:8998:19825;sample=PMRS0403.MID27-27.P2.apr13;size=2;,DBLa0.3,2.4e-46
M00595:42:000000000-A5J1T:1:2118:25401:14434;sample=PMRS0179.MID14-16.P1.apr13;size=1;,DBLa0.5,1.3e-54
M00595:42:000000000-A5J1T:1:2119:15215:21396;sample=PMRS0050.MID04-04.P2.apr13;size=1;,DBLa0.1,2.8e-53
M00595:42:000000000-A5J1T:1:1114:21892:18582;sample=PMRS0403.MID27-27.P2.apr13;size=1;,DBLa0.23,6.9e-50
M00595:42:000000000-A5J1T:1:2117:10027:10760;sample=PMRS0302.MID22-24.P2.apr13;size=1;,DBLa0.1,1.2e-54
M00595:42:000000000-A5J1T:1:1104:17723:7331;sample=PMRS0226.MID18-19.P2.apr13;size=2;,DBLa0.22,1e-55
M00595:42:000000000-A5J1T:1:1104:18116:23123;sample=PMRS0242.MID19-21.P2.apr13;size=2;,DBLa0.9,2.1e-55
M00595:42:000000000-A5J1T:1:1118:7902:18381;sample=PMRS0050.MID04-04.P2.apr13;size=1;,DBLa0.5,8.2e-55
M00595:42:000000000-A5J1T:1:1119:15335:8525;sample=PMRS0377.MID25-26.P2.apr13;size=2;,DBLa0.3,7.3e-45
M00595:42:000000000-A5J1T:1:1116:20559:13138;sample=PMRS0100.MID07-08.P2.apr13;size=2;,DBLa1.8,2.9e-53
M00595:42:000000000-A5J1T:1:2103:10861:5481;sample=PMRS0027.MID02-04.P2.apr13;size=1;,DBLa0.19,3.3e-53
M00595:42:000000000-A5J1T:1:1104:5597:16299;sample=PMRS0191.MID15-18.P1.apr13;size=1;,DBLa0.1,1.8e-61
M00595:42:000000000-A5J1T:1:1117:12135:23172;sample=PMRS0034.MID03-03.P2.apr13;size=1;,DBLa0.17,3.2e-56
M00595:42:000000000-A5J1T:1:2112:19558:6611;sample=PMRS0206.MID16-18.P2.apr13;size=1;,DBLa0.1,8.5e-57
M00595:42:000000000-A5J1T:1:1110:21383:6718;sample=PMRS0412.MID27-29.P2.apr13;size=1;,DBLa0.12,1.8e-55
M00595:42:000000000-A5J1T:1:2112:13218:20632;sample=PMRS0191.MID15-18.P1.apr13;size=1;,DBLa0.1,1.3e-52
M00595:42:000000000-A5J1T:1:2118:9371:7537;sample=PMRS0438.MID29-31.P1.apr13;size=1;,DBLa0.13,4.8e-47
M00595:42:000000000-A5J1T:1:2107:22240:10632;sample=PMRS0403.MID27-27.P2.apr13;size=1;,DBLa0.10,1.6e-50
M00595:42:000000000-A5J1T:1:2103:8139:13169;sample=PMRS0427.MID28-30.P1.apr13;size=1;,DBLa0.4,2e-50
M00595:42:000000000-A5J1T:1:2117:19000:9062;sample=PMRS0444.MID30-30.P2.apr13;size=6;,DBLa1.8,1.5e-52
M00595:42:000000000-A5J1T:1:1103:19300:12733;sample=PMRS0262.MID20-22.P2.apr13;size=1;,DBLa0.22,5.7e-54
M00595:42:000000000-A5J1T:1:2104:9577:19704;sample=PMRS0403.MID27-27.P2.apr13;size=2;,DBLa0.12,1.5e-52
M00595:42:000000000-A5J1T:1:2110:17688:5708;sample=PMRS0180.MID14-16.P2.apr13;size=1;,DBLa0.5,3.3e-56
M00595:42:000000000-A5J1T:1:2113:15448:6025;sample=PMRS0089.MID06-08.P2.apr13;size=1;,DBLa0.24,5.9e-47
M00595:42:000000000-A5J1T:1:2105:15982:21688;sample=PMRS0009.MID02-02.P1.apr13;size=1;,DBLa0.7,4.2e-48
M00595:42:000000000-A5J1T:1:1104:14379:4607;sample=PMRS0301.MID22-24.P1.apr13;size=1;,DBLa0.20,4.2e-48
M00595:42:000000000-A5J1T:1:1103:10250:21540;sample=PMRS0051.MID04-05.P1.apr13;size=1;,DBLa1.8,3e-57
M00595:42:000000000-A5J1T:1:2119:15173:7153;sample=PMRS0181.MID15-15.P1.apr13;size=1;,DBLa0.1,4.8e-53
M00595:42:000000000-A5J1T:1:1103:8332:4082;sample=PMRS0079.MID05-07.P2.apr13;size=3;,DBLa0.23,5.7e-43
M00595:42:000000000-A5J1T:1:2114:11987:9334;sample=PMRS0167.MID13-15.P2.apr13;size=1;,DBLa0.23,5.7e-47
M00595:42:000000000-A5J1T:1:1108:24811:9826;sample=PMRS0357.MID25-25.P1.apr13;size=1;,DBLa0.18,3e-54
M00595:42:000000000-A5J1T:1:1116:10206:10075;sample=PMRS0098.MID07-08.P1.apr13;size=2;,DBLa2,1.8e-54
M00595:42:000000000-A5J1T:1:2116:27361:17875;sample=PMRS0279.MID21-22.P2.apr13;size=1;,DBLa0.24,5.9e-49
M00595:42:000000000-A5J1T:1:2116:12834:21571;sample=PMRS0379.MID25-27.P2.apr13;size=1;,DBLa0.5,6e-59
M00595:42:000000000-A5J1T:1:1113:16308:9262;sample=PMRS0065.MID04-06.P2.apr13;size=1;,DBLa0.9,4.3e-54
M00595:42:000000000-A5J1T:1:2107:18891:15118;sample=PMRS0100.MID07-08.P2.apr13;size=1;,DBLa0.3,1.1e-53
M00595:42:000000000-A5J1T:1:2110:12805:9250;sample=PMRS0231.MID18-20.P2.apr13;size=1;,DBLa0.22,5.7e-56
M00595:42:000000000-A5J1T:1:1112:7271:7461;sample=PMRS0064.MID04-06.P1.apr13;size=3;,DBLa0.23,1e-48
M00595:42:000000000-A5J1T:1:2109:17160:22643;sample=PMRS0302.MID22-24.P2.apr13;size=1;,DBLa0.3,7.1e-47
M00595:42:000000000-A5J1T:1:1114:16435:18274;sample=PMRS0429.MID28-30.P2.apr13;size=1;,DBLa0.8,2.7e-53
M00595:42:000000000-A5J1T:1:1102:18178:2682;sample=PMRS0506.MID33-35.P2.apr13;size=1;,DBLa0.22,5.8e-54
M00595:42:000000000-A5J1T:1:1108:10494:8096;sample=PMRS0429.MID28-30.P2.apr13;size=1;,DBLa0.1,4.6e-53
M00595:42:000000000-A5J1T:1:1102:12585:10799;sample=PMRS0486.MID32-33.P2.apr13;size=4;,DBLa1.8,1.3e-52
M00595:42:000000000-A5J1T:1:1112:21780:16916;sample=PMRS0429.MID28-30.P2.apr13;size=1;,DBLa0.19,9.2e-60
M00595:42:000000000-A5J1T:1:2106:25756:20285;sample=PMRS0121.MID10-10.P2.apr13;size=3;,DBLa1.2,2.9e-53
M00595:42:000000000-A5J1T:1:1107:20802:9043;sample=PMRS0378.MID25-27.P1.apr13;size=1;,DBLa0.8,1.8e-50
M00595:42:000000000-A5J1T:1:2108:20655:19813;sample=PMRS0207.MID16-19.P1.apr13;size=1;,DBLa1.8,8.3e-58
M00595:42:000000000-A5J1T:1:2104:4158:16856;sample=PMRS0276.MID21-22.P1.apr13;size=1;,DBLa0.13,1.3e-50
M00595:42:000000000-A5J1T:1:1110:8194:11143;sample=PMRS0191.MID15-18.P1.apr13;size=2;,DBLa0.11,5.5e-60
M00595:42:000000000-A5J1T:1:2115:12958:13230;sample=PMRS0541.MID34-36.P2.apr13;size=1;,DBLa0.1,2.9e-48
M00595:42:000000000-A5J1T:1:1109:24652:4117;sample=PMRS0031.MID03-03.P1.apr13;size=1;,DBLa0.3,7.8e-57
M00595:42:000000000-A5J1T:1:2112:25966:16082;sample=PMRS0184.MID15-16.P2.apr13;size=1;,DBLa0.11,1.8e-50
M00595:42:000000000-A5J1T:1:2114:12869:12563;sample=PMRS0320.MID23-25.P1.apr13;size=1;,DBLa0.5,7.5e-58
M00595:42:000000000-A5J1T:1:1115:24947:22817;sample=PMRS0135.MID10-13.P1.apr13;size=4;,DBLa1.4,1.1e-50
M00595:42:000000000-A5J1T:1:1101:17153:8054;sample=PMRS0379.MID25-27.P2.apr13;size=1;,DBLa0.3,1.6e-43
M00595:42:000000000-A5J1T:1:2114:25556:20036;sample=PMRS0264.MID21-21.P1.apr13;size=1;,DBLa0.13,4.6e-52
M00595:42:000000000-A5J1T:1:2113:17973:1631;sample=PMRS0389.MID26-27.P1.apr13;size=1;,DBLa0.1,2.1e-40
M00595:42:000000000-A5J1T:1:2106:22775:19866;sample=PMRS0081.MID06-06.P2.apr13;size=2;,DBLa0.3,1.6e-53
