"otu","num_isolates","domain","e-value","type"
"M00595:42:000000000-A5J1T:1:2101:13571:10698",8,"DBLa2",1.3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2101:14020:9369",9,"DBLa0.3",9.1e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2101:14226:16731",2,"DBLa0.9",1.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2101:14232:2301",3,"DBLa0.8",2.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2101:14252:19107",21,"DBLa1.2",5.9e-53,"A"
"M00595:42:000000000-A5J1T:1:2101:14289:14598",2,"DBLa0.9",1.4e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2101:14300:21980",3,"DBLa0.8",3.9e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2101:14766:17290",2,"DBLa0.11",1.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2101:15205:18185",6,"DBLa0.5",6.6e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2101:15413:9734",5,"DBLa1.8",1.3e-57,"A"
"M00595:42:000000000-A5J1T:1:2101:15918:21069",3,"DBLa0.1",3.6e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2101:16731:5160",2,"DBLa0.24",1.1e-45,"B/C"
"M00595:42:000000000-A5J1T:1:2101:16872:8858",2,"DBLa0.8",2.1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2101:17083:10537",3,"DBLa0.23",9.2e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2101:17561:4013",2,"DBLa0.9",2.6e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2101:17654:13968",3,"DBLa0.1",4.7e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2101:17971:20698",2,"DBLa1.8",3.7e-49,"A"
"M00595:42:000000000-A5J1T:1:2101:17981:8831",5,"DBLa0.18",6.1e-43,"B/C"
"M00595:42:000000000-A5J1T:1:2101:18192:10589",6,"DBLa0.18",2.6e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2101:18326:20850",3,"DBLa0.8",1.9e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2101:18461:12790",2,"DBLa0.8",5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2101:18722:18149",2,"DBLa0.4",1.1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2101:18756:7650",2,"DBLa0.11",1.3e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2101:19229:9513",2,"DBLa0.7",3.1e-40,"B/C"
"M00595:42:000000000-A5J1T:1:2101:19403:20159",4,"DBLa0.8",3.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2101:19720:15757",2,"DBLa0.9",3.5e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2101:19795:20915",3,"DBLa0.6",7.9e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2101:20368:14279",5,"DBLa2",6.3e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2101:20743:2818",3,"DBLa0.5",6.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2101:20801:21217",2,"DBLa0.1",7.4e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2101:21188:7695",2,"DBLa0.1",4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2101:21372:20869",2,"DBLa0.3",9.3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2101:21403:8685",2,"DBLa0.5",3e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2101:21637:9511",14,"DBLa1.4",1e-49,"A"
"M00595:42:000000000-A5J1T:1:2101:21678:1665",4,"DBLa0.8",5.7e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2101:22529:21384",3,"DBLa0.24",1.3e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2101:23480:21670",3,"DBLa0.1",7.5e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2101:23503:9604",2,"DBLa1.8",1.8e-51,"A"
"M00595:42:000000000-A5J1T:1:2101:23666:3619",6,"DBLa1.1",4.3e-52,"A"
"M00595:42:000000000-A5J1T:1:2101:24012:7334",34,"DBLa0.2",1.9e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2101:24039:16107",2,"DBLa0.3",2.9e-44,"B/C"
"M00595:42:000000000-A5J1T:1:2101:24538:9189",2,"DBLa0.8",1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2101:24824:12384",2,"DBLa0.11",1.9e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2101:24840:15253",3,"DBLa0.8",1.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2101:25203:20019",2,"DBLa0.22",1.7e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2101:25321:12477",2,"DBLa1.2",2e-49,"A"
"M00595:42:000000000-A5J1T:1:2101:25396:16053",2,"DBLa0.17",5.7e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2101:25956:14967",2,"DBLa0.6",9.7e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2101:26131:8019",3,"DBLa2",4.5e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2101:27772:9834",4,"DBLa0.9",7.2e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2101:4449:7042",2,"DBLa0.3",1.3e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2101:5117:15473",2,"DBLa0.17",5.3e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2101:6052:20898",2,"DBLa0.9",9.8e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2101:7538:8397",2,"DBLa1.5",2.3e-49,"A"
"M00595:42:000000000-A5J1T:1:2101:7637:15161",4,"DBLa0.8",1.1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2101:7714:17081",7,"DBLa0.4",1.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2101:8357:16718",2,"DBLa0.22",6.3e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2101:8467:14342",2,"DBLa0.24",1.3e-42,"B/C"
"M00595:42:000000000-A5J1T:1:2101:9053:11461",4,"DBLa0.21",8.6e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2101:9137:13105",2,"DBLa0.1",1.9e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2101:9403:17995",2,"DBLa0.8",4.9e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2101:9958:21815",2,"DBLa0.5",5.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2102:10080:20358",2,"DBLa0.24",3.8e-44,"B/C"
"M00595:42:000000000-A5J1T:1:2102:10233:7148",2,"DBLa2",2.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2102:10527:13107",3,"DBLa0.5",4.9e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2102:10870:13783",7,"DBLa0.1",2.4e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2102:11016:4296",4,"DBLa0.8",5.4e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2102:11026:16477",2,"DBLa0.11",7.9e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2102:11145:17335",2,"DBLa0.11",2.5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2102:11515:20282",3,"DBLa0.24",4.6e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2102:11753:3554",2,"DBLa0.8",2e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2102:12032:15795",5,"DBLa0.24",3.1e-44,"B/C"
"M00595:42:000000000-A5J1T:1:2102:12079:21891",8,"DBLa0.8",1.3e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2102:12735:16639",3,"DBLa0.8",5.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2102:12947:16286",2,"DBLa0.1",1.5e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2102:13257:21493",2,"DBLa0.1",5.2e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2102:13276:10649",3,"DBLa0.23",1e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2102:13726:18181",2,"DBLa1.5",1.8e-50,"A"
"M00595:42:000000000-A5J1T:1:2102:13911:16381",4,"DBLa0.5",1.1e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2102:13971:6114",2,"DBLa0.11",4.5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2102:14015:13017",2,"DBLa0.9",2.7e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2102:14950:9913",2,"DBLa0.1",2.1e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2102:16106:6122",2,"DBLa0.19",1.6e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2102:16392:7465",2,"DBLa0.6",4.8e-41,"B/C"
"M00595:42:000000000-A5J1T:1:2102:16445:3456",4,"DBLa0.9",3.9e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2102:16468:10194",2,"DBLa0.9",3.5e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2102:16531:8839",2,"DBLa0.18",7.4e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2102:16786:2789",2,"DBLa0.5",2e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2102:16880:13811",2,"DBLa0.7",2.1e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2102:17097:4447",2,"DBLa0.13",2.6e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2102:17238:18524",2,"DBLa0.23",6.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2102:18208:15286",2,"DBLa0.4",6.9e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2102:18324:3137",2,"DBLa0.12",6.5e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2102:18387:17435",2,"DBLa0.9",1.8e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2102:18488:23185",4,"DBLa0.22",6.1e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2102:18537:22534",3,"DBLa0.15",1.1e-63,"B/C"
"M00595:42:000000000-A5J1T:1:2102:18736:18449",2,"DBLa0.11",2.2e-61,"B/C"
"M00595:42:000000000-A5J1T:1:2102:18914:17235",2,"DBLa0.17",1.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2102:19075:5170",6,"DBLa0.6",1.2e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2102:19373:7640",2,"DBLa0.9",1.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2102:19384:11988",2,"DBLa0.1",3.9e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2102:19813:16770",2,"DBLa0.2",6.8e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2102:19841:20839",2,"DBLa0.11",7.9e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2102:19968:19422",2,"DBLa0.1",2.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2102:20470:12755",2,"DBLa0.1",2.1e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2102:20616:17923",2,"DBLa0.5",8.2e-43,"B/C"
"M00595:42:000000000-A5J1T:1:2102:21112:3067",2,"DBLa0.17",6.7e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2102:21397:14705",3,"DBLa0.9",1.3e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2102:21646:17810",2,"DBLa0.15",5.7e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2102:21902:12564",2,"DBLa0.15",4.1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2102:21979:8866",4,"DBLa2",4.2e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2102:22802:20736",5,"DBLa0.10",3e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2102:22804:16559",19,"DBLa2",3.9e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2102:22879:12848",2,"DBLa0.11",5.6e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2102:22956:2499",2,"DBLa0.8",5.5e-42,"B/C"
"M00595:42:000000000-A5J1T:1:2102:22993:5083",2,"DBLa0.2",3.2e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2102:23632:17057",2,"DBLa0.17",4.8e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2102:24206:21101",5,"DBLa0.23",3.3e-45,"B/C"
"M00595:42:000000000-A5J1T:1:2102:24340:16900",2,"DBLa0.5",1.6e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2102:24673:8191",2,"DBLa0.6",1.4e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2102:24905:20426",6,"DBLa0.5",3.1e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2102:25431:6123",3,"DBLa0.23",1.3e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2102:25461:10358",3,"DBLa0.9",1.5e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2102:25818:9280",5,"DBLa0.9",2e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2102:27105:17893",2,"DBLa0.9",2.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2102:27262:13780",2,"DBLa0.5",1.1e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2102:28842:13755",2,"DBLa0.9",2e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2102:3906:7060",6,"DBLa0.7",3.2e-45,"B/C"
"M00595:42:000000000-A5J1T:1:2102:5586:7556",2,"DBLa0.9",6.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2102:6515:8423",2,"DBLa0.17",5.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2102:6822:7880",8,"DBLa1.7",3e-49,"A"
"M00595:42:000000000-A5J1T:1:2102:7038:9412",2,"DBLa0.5",6.7e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2102:7817:8691",4,"DBLa0.19",6.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2102:8178:15395",2,"DBLa0.23",9.9e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2102:8613:3792",4,"DBLa0.12",3.5e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2102:8744:4555",5,"DBLa1.5",7.7e-51,"A"
"M00595:42:000000000-A5J1T:1:2102:8978:11808",2,"DBLa1.7",7.7e-44,"A"
"M00595:42:000000000-A5J1T:1:2102:9302:17718",2,"DBLa0.19",2.1e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2102:9611:8982",2,"DBLa0.9",9.3e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2103:10076:15435",2,"DBLa0.1",2.6e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2103:10110:12891",2,"DBLa0.1",3.5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2103:10255:12596",2,"DBLa0.5",2.7e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2103:10630:15305",3,"DBLa0.8",3.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:10632:11240",2,"DBLa0.5",1.4e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2103:10663:6687",5,"DBLa0.1",1.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2103:10666:13800",3,"DBLa1.4",1e-47,"A"
"M00595:42:000000000-A5J1T:1:2103:10725:8651",2,"DBLa0.8",6.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2103:10858:15128",2,"DBLa0.1",2e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2103:10920:7602",2,"DBLa0.1",5.8e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2103:10966:7723",2,"DBLa1.8",3.3e-50,"A"
"M00595:42:000000000-A5J1T:1:2103:10983:9029",3,"DBLa0.9",1.2e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:11074:4649",3,"DBLa1.2",2.3e-55,"A"
"M00595:42:000000000-A5J1T:1:2103:11201:1599",5,"DBLa0.1",1.3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:11232:16552",2,"DBLa0.11",6.7e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2103:11436:16485",4,"DBLa1.8",2.8e-56,"A"
"M00595:42:000000000-A5J1T:1:2103:11437:11077",6,"DBLa0.9",2e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2103:11460:6158",3,"DBLa0.8",6.5e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:11775:19716",2,"DBLa0.4",1.7e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:11792:9266",3,"DBLa0.8",3.9e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2103:11814:3604",4,"DBLa0.18",1.3e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2103:11841:15771",4,"DBLa1.5",2.8e-49,"A"
"M00595:42:000000000-A5J1T:1:2103:11871:18593",2,"DBLa0.5",1.2e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2103:11922:20934",2,"DBLa0.5",8.9e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2103:12063:6321",4,"DBLa0.3",2.3e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2103:12093:22629",3,"DBLa0.8",2.6e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2103:12099:13371",2,"DBLa0.8",3e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2103:12297:20255",7,"DBLa0.4",4.9e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2103:12341:11687",2,"DBLa0.5",1.5e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:12374:18622",3,"DBLa0.8",6.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:12410:16995",5,"DBLa0.1",7e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:12587:5556",2,"DBLa0.1",1.4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:12668:13276",2,"DBLa0.3",5.5e-41,"B/C"
"M00595:42:000000000-A5J1T:1:2103:12842:10866",2,"DBLa0.9",1.6e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:13068:4334",4,"DBLa0.9",5.3e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:13314:12221",2,"DBLa0.12",1.9e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2103:13437:4889",4,"DBLa0.17",2.4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:13462:12651",2,"DBLa0.1",2.4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:13517:8558",3,"DBLa0.8",1.9e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:13538:21915",2,"DBLa0.19",2.8e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2103:13734:6423",2,"DBLa1.8",2.7e-58,"A"
"M00595:42:000000000-A5J1T:1:2103:13980:3855",3,"DBLa0.22",2.3e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:14001:9904",2,"DBLa0.1",3.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:14076:13260",3,"DBLa0.9",1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2103:14091:3956",2,"DBLa0.19",4.4e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:14122:3171",4,"DBLa0.9",1.8e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2103:14125:1998",2,"DBLa0.9",4.7e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2103:14194:15097",11,"DBLa1.2",1.1e-55,"A"
"M00595:42:000000000-A5J1T:1:2103:14264:24186",3,"DBLa0.12",9.9e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2103:14368:5007",2,"DBLa0.11",5.2e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2103:14432:9918",3,"DBLa0.4",1.6e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2103:14762:6002",2,"DBLa0.12",1.7e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:14927:19806",3,"DBLa0.1",1.7e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2103:15003:22053",2,"DBLa0.5",5.4e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2103:15049:10508",9,"DBLa1.4",6.1e-42,"A"
"M00595:42:000000000-A5J1T:1:2103:15056:2282",2,"DBLa0.12",3.3e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:15093:14073",2,"DBLa0.5",2.5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2103:15108:17859",2,"DBLa0.8",6e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2103:15168:10719",4,"DBLa0.1",2.7e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2103:15704:23365",2,"DBLa0.6",4.8e-40,"B/C"
"M00595:42:000000000-A5J1T:1:2103:15751:17491",2,"DBLa0.1",1.5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2103:15916:7512",3,"DBLa1.8",3.4e-54,"A"
"M00595:42:000000000-A5J1T:1:2103:15939:11349",6,"DBLa0.22",2.4e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2103:15964:8997",3,"DBLa0.8",1.8e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:15980:3452",2,"DBLa0.1",2.7e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16068:1661",6,"DBLa0.1",7.6e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16116:7608",2,"DBLa0.3",1.2e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16180:3922",3,"DBLa0.1",7.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16184:10048",2,"DBLa2",2.6e-47,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16253:10573",2,"DBLa0.8",4.6e-44,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16274:7857",2,"DBLa0.5",8.5e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16279:5651",2,"DBLa0.8",7.6e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16326:8196",2,"DBLa0.1",8e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16340:15535",6,"DBLa1.6",1.4e-51,"A"
"M00595:42:000000000-A5J1T:1:2103:16489:7499",4,"DBLa0.1",2e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16675:20419",3,"DBLa0.15",4.5e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16693:10481",2,"DBLa0.12",5.4e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16739:6489",2,"DBLa0.1",3e-44,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16749:8161",4,"DBLa0.8",9.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16788:7001",2,"DBLa0.10",6.7e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:16936:20876",2,"DBLa0.1",9.4e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2103:17292:18204",47,"DBLa0.9",2.5e-46,"B/C"
"M00595:42:000000000-A5J1T:1:2103:17379:15348",11,"DBLa0.9",7.1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2103:17687:3330",2,"DBLa0.4",3.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:17711:18515",3,"DBLa0.5",5.9e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2103:17784:15597",2,"DBLa0.1",1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:17910:3118",2,"DBLa1.8",4e-55,"A"
"M00595:42:000000000-A5J1T:1:2103:17982:4151",2,"DBLa0.17",9.9e-43,"B/C"
"M00595:42:000000000-A5J1T:1:2103:18074:8394",4,"DBLa0.9",1.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:18309:5586",3,"DBLa0.9",1.3e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2103:18337:22758",2,"DBLa0.11",1.1e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:18379:21048",3,"DBLa1.8",1e-54,"A"
"M00595:42:000000000-A5J1T:1:2103:18611:9986",2,"DBLa0.10",7.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:18711:5285",3,"DBLa0.8",2.3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:18873:14848",3,"DBLa1.8",1.1e-52,"A"
"M00595:42:000000000-A5J1T:1:2103:19021:22017",4,"DBLa0.18",1.2e-45,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19037:16681",2,"DBLa0.1",5.5e-59,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19165:8047",2,"DBLa0.1",2.1e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19320:7638",3,"DBLa0.8",1.4e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19576:7571",2,"DBLa0.1",9.2e-58,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19668:22220",3,"DBLa0.21",3.8e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19680:9017",2,"DBLa0.9",7.8e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19736:15980",2,"DBLa0.14",4.2e-61,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19804:19579",3,"DBLa0.8",2.7e-56,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19807:3303",4,"DBLa0.8",2.4e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19849:18440",2,"DBLa0.11",1.9e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:19875:11942",2,"DBLa0.12",4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:20098:19134",3,"DBLa0.8",4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:20177:22577",3,"DBLa0.24",8.4e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2103:20276:18486",2,"DBLa0.1",3.6e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2103:20324:17795",2,"DBLa0.8",3.6e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2103:20332:11613",2,"DBLa0.12",1.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:20444:7399",2,"DBLa0.5",5.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:2103:20657:19788",4,"DBLa0.8",1.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:20877:6459",4,"DBLa0.9",1.4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:20916:9796",2,"DBLa0.11",3e-48,"B/C"
"M00595:42:000000000-A5J1T:1:2103:21322:15811",4,"DBLa0.12",1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:2103:21365:6879",4,"DBLa0.5",2.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:21465:15160",3,"DBLa1.2",1.3e-53,"A"
"M00595:42:000000000-A5J1T:1:2103:21516:4968",2,"DBLa0.24",3.5e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2103:21527:18442",3,"DBLa0.8",2.8e-49,"B/C"
"M00595:42:000000000-A5J1T:1:2103:21649:20124",2,"DBLa0.5",8.7e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:21817:19010",2,"DBLa0.1",9e-60,"B/C"
"M00595:42:000000000-A5J1T:1:2103:21832:15753",4,"DBLa0.2",1.1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:2103:22306:17577",3,"DBLa0.1",1.1e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2103:22325:14722",6,"DBLa0.8",1.2e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:22347:10578",5,"DBLa0.1",1.6e-55,"B/C"
"M00595:42:000000000-A5J1T:1:2103:22626:16737",3,"DBLa0.15",7e-50,"B/C"
"M00595:42:000000000-A5J1T:1:2103:22871:14093",2,"DBLa0.5",5.9e-57,"B/C"
"M00595:42:000000000-A5J1T:1:2103:23091:16216",2,"DBLa1.8",7.3e-58,"A"
"M00595:42:000000000-A5J1T:1:2103:23095:8869",2,"DBLa0.8",5.8e-54,"B/C"
"M00595:42:000000000-A5J1T:1:2103:23183:15872",3,"DBLa0.18",2.8e-53,"B/C"
